,AAV_CBLN1_OE_1,AAV_CBLN1_OE_2,AAV_CBLN1_OE_3,AAV_CTL1,AAV_CTL2,AAV_CTL3
Gm26512,0,0.028253,0.343232,0,0.756079,0
Gm3320,0.340521,0.104539,0.325826,0.131632,0.111626,0
Gm5391,0.232919,0.218873,0.22032,0.223484,0.230514,0
Gm47081,0,0,0,0,0,1.124906
Gm43059,0,0.485989,0.069801,0.41922,0.073547,0
Gm5548,0.575829,0,0.548175,0,0,0
Alpk2,0.070366,0.132214,0.229441,0.196948,0.034803,0.046448
5430427N15Rik,0.235823,0.184109,0.185053,0.073879,0.039057,0.104471
Gm20732,0,0,0.36625,0.185161,0,0.173709
Slc25a2,0.07691,0,0.145451,0.146577,0.152732,0.136672
Cebpe,0.255216,0,0.400965,0.080347,0,0
Il1bos,0,0,0.138624,0.069378,0,0
Clec2h,0.220514,0.041321,0,0.547123,0.043822,0.078179
Gm34425,0.156536,0.07337,0.147535,0.517067,0.077713,0.06955
Cbx3-ps7,0,0.828085,0.293748,0,0,0
Gm10463,0.159741,0.389055,0.120316,0.060006,0.158764,0.056581
Gm48062,0.142026,0.233015,0.133728,0.066715,0,0.283051
Dbh,0,0,0.344502,0.412517,0,0
Spock1,0.34992,0.018069,0.455761,0,0.047692,0.017068
Gm17745,0.1753,0.383318,0.110096,0.220122,0,0.051847
Pcdhga8,0.218007,0.114418,0.245735,0,0.058181,0.262889
Gm29668,0,0,1.119321,0,0,0
Rims1,0.405146,0.040702,0.253802,0.067366,0.07069,0.115508
Gm49410,0.02924,0.054778,0.11011,0.082355,0.232502,0.232985
Rpl10-ps2,0,0.41073,0,0,0,0.527756
Kcnq4,0.252439,0.150461,0.151214,0.021531,0.114066,0.040616
Heatr9,0,0.291489,0.048835,0.097585,0.051507,0.045979
Gm5790,0.072472,0.407584,0.136591,0.205062,0,0
Gm11724,0.381823,0.359542,0,0,0.376667,0
Gm5238,0,0,1.117665,0,0,0
Gm8850,0,0.235199,0.236788,0,0,0.225278
Gm46194,0,0,0,1.117416,0,0
Ldb3,0.177956,0.097162,0.499267,0.066748,0.035384,0.173158
C130032M10Rik,0.353382,0.362574,0.243116,0,0,0.158188
Gm16259,1.117132,0,0,0,0,0
Hs3st6,0.434586,0.088739,0.245807,0.268419,0,0
Npy1r,0.153059,0.09392,0.46112,0.18834,0,0
Gm26789,0.187,0.280298,0.070433,0.070287,0.260169,0.132528
Serpinb6c,0.470484,0,0,0,0,0
Gm45767,0.245899,0.155617,0.08093,0.199225,0.042341,0.085117
Gm4252,0,0,0,0,0,1.113006
Gm47232,0,0.257093,0,0.260228,0,0.36685
Trav9-4,0,0,1.111243,0,0,0
Gm47140,0,0,0.483491,0.207402,0,0.195313
Gm14419,0.237328,0.183248,0,0.090499,0,0.179667
AI847159,0.38064,0.357097,0,0,0,0.113164
Gm11599,0,0.13426,0,0,0.533897,0
Rps12-ps1,0,0,0,0.557937,0.551519,0
Gm26931,0.235527,0.442664,0,0,0.233082,0
Gm47838,0,0,0,0,0,1.107993
5830416I19Rik,0.070864,0.365116,0.166808,0.299582,0,0.031384
Gm40881,0,0,0.125807,0.25312,0.132212,0.237915
Gdap1l1,0,0.165372,0.142577,0.120604,0.254923,0.075788
Gm28882,0,1.106774,0,0,0,0
Mycn,0.111212,0.20837,0.139623,0.069665,0,0.450185
Gm15602,0,0,0,0,0.388893,0.717627
Gm12397,0.3494,0.756959,0,0,0,0
Gm5089,0.407642,0.152861,0.076846,0.384853,0,0
Gm16638,0.07089,0.189442,0.134293,0.225692,0.081087,0.144189
Adam4,0.037367,0.175031,0,0.245783,0,0.231717
Gm13869,0,0.196755,0.593579,0.099285,0,0
Cd209c,0.404704,0.12151,0.247905,0,0.064383,0
Gm49769,1.103521,0,0,0,0,0
Gm37284,0,0,0.277424,0,0.578975,0
Gm525,0,0.315078,0.521947,0.265611,0,0
Gm8137,0,0,0.708872,0,0.393721,0
Slc6a4,0.136112,0.031876,0.128154,0.361665,0.257001,0.117951
Gm13279,0,0,0,0.962252,0.139908,0
Caskin1,0.125186,0.131892,0.132545,0.161371,0.23735,0.069199
Gm43513,0.204202,0,0.28885,0,0.607949,0
Vwa5b1,0.011634,0.036702,0.010948,0,0,1.041292
Capn12,0.132647,0,0.167858,0,0.68147,0
Gm36501,0.467587,0,0,0.325227,0,0.305332
Gm10825,0.177949,0,0.186265,0.096537,0.200328,0.176943
Gask1a,0.187861,0,0.393165,0.15577,0,0
Gm26854,0.556965,0.348661,0,0,0,0
Vnn1,0.368257,0.072861,0,0.109636,0.231856,0.161979
Cxcr1,0,0,0,0,0.382605,0.311605
Gm34574,0.126689,0.118853,0,0.120188,0,0
4933412A08Rik,0,0.100661,0.11524,0.356719,0.199205,0.137487
Spx,0.071305,0.267344,0.067194,0.268982,0,0.126659
Gm49380,0,0.104219,0.064238,0.061989,0,0.147008
Gm17749,0,0.180313,0.181447,0,0.57057,0
4930422M22Rik,0.362602,0.226761,0,0,0,0
Gm49776,0,0,0,0.772669,0,0.319992
Gm12540,0,0,0,0,1.092308,0
Cpne4,0.106624,0.149807,0.050187,0.567217,0.052992,0
Pcdhgb8,0.193616,0.150689,0.089693,0.250001,0.1617,0.024877
Tex14,0.074622,0,0.395675,0.262425,0.037094,0.066014
Klf8,0.141777,0.189693,0.281627,0.052614,0.08054,0.053758
Gm17098,0,0,0.211494,0.428739,0.221371,0
Gm44646,0,0,0,0.311751,0.488125,0.291463
Gm48079,0,0,0,0,0.836651,0.254569
AC139579.1,0,0,0,0,0,0
Gm10916,0.386776,0,0,0,0.368,0.335557
BC067074,0,0.970853,0.078978,0.029489,0,0
Idi2,0.12616,0.157598,0.28548,0.276748,0.083574,0.074362
Mapt,0.210671,0.236395,0.25246,0.031556,0,0.261658
Pcnx2,0,0,0.031391,0,0,0.98103
Nap1l5,0.211421,0.049528,0.099574,0,0.105017,0
Gm16534,0.217108,0.364116,0,0,0,0.185984
B3gnt4,0.209452,0.288638,0,0.399628,0,0.191457
Gm35035,0.223636,0.420237,0,0.21437,0,0
Gm9895,0,0.43175,0.434595,0.22036,0,0
Gm4217,0,0,0.106331,0.106437,0.233438,0.403497
Gm41041,0.328607,0.14813,0.152483,0.188386,0,0
A430110L20Rik,0.116712,0.218683,0.219803,0.073125,0.193302,0.103405
Rapgef3os2,0,0.606387,0,0,0.374737,0
Htr3a,0,0,0.274077,0.562213,0.048186,0
Gm12101,0,0.57015,0,0,0,0
Gm39321,0,0.172994,0.130417,0.21707,0,0.355143
4931428L18Rik,0,0,0.970958,0,0,0
Fam181b,0.096113,0.090056,0.452617,0.129508,0,0
6530409C15Rik,0,0.059697,0.209813,0.060021,0.219629,0.113078
E030022I16Rik,0.167365,0.094069,0.252126,0.09432,0.133069,0.088933
Gm9378,0,1.083557,0,0,0,0
Lrrc3,0.104049,0.155921,0.332984,0.175677,0.020687,0.055236
Cobl,0.083837,0.212231,0.15781,0.074532,0.033341,0.392391
Gm15444,1.08288,0,0,0,0,0
Gm9619,0.168348,0,0.312654,0,0.163789,0.297141
Gm12034,0,0.536851,0.545231,0,0,0
Gm6129,0.306524,0,0,0,0.77458,0
Gm4750,0,0,0,0,0.563014,0.517992
Gm10644,0.14341,0.034938,0.186722,0.155218,0.131424,0.29482
BC006965,0,0.381581,0.200262,0.274978,0,0
Gm44280,0.147171,0.303284,0.110842,0.110539,0.087767,0.078179
Gm10729,0,0,0,0.297419,0.234663,0.140017
Platr5,0,0,0,1.079913,0,0
Gm29667,0.370112,0,0,0,0.40038,0
Fam131c,0,0.133559,0.201412,0,0.07075,0
Gm45912,0,0,0,0.557483,0,0.521632
Cyp2j9,0.225408,0.08834,0.35519,0.177371,0,0
Gm15503,0.189734,0.133332,0.404777,0.223095,0,0
1500032F14Rik,0,0,0,0.393931,0,0
Kcnip2,0.045216,0.179084,0.105382,0.609076,0,0
Gm36804,0,0,1.077274,0,0,0
Jph1,0.110804,0.207546,0.12167,0.103908,0.01836,0.065346
Fam81a,0.097541,0.319762,0.114773,0.022882,0.04848,0.172651
Gm26576,0.195123,0.137121,0.045945,0.137679,0.436185,0.043251
Gm48735,0,0.298201,0,0.300254,0,0.070674
Sobp,0.500594,0.083349,0.343077,0,0.017773,0.047235
0610040F04Rik,0,0,0,0,0,0.779713
Elfn2,0.052055,0.01625,0.054356,0.097428,0.413515,0.214494
Rasal1,0.08529,0.266301,0.214116,0,0.141291,0.025169
Col26a1,0.034042,0.187022,0.122688,0,0.067664,0
Gm8756,0.121041,0.110015,0.117274,0,0.367628,0
Gm4786,0,0,0,0,0.61692,0
Gabre,0,0.24169,0.730005,0,0,0
Rpl10a-ps4,0.446526,0,0,0,0,0.398743
Defb43,1.072736,0,0,0,0,0
Gm16181,0.569034,0.250918,0.252648,0,0,0
C2cd4b,0.156536,0.146741,0.132694,0.147734,0,0.278201
Gm8849,0.736955,0,0,0,0,0.334681
Gm48296,0,0.178274,0,0.181325,0.188054,0.170133
Gm43143,0.047514,0.178077,0.223751,0.08939,0.141623,0.126371
Trim17,0.14846,0.139505,0,0.066593,0.03305,0.314218
Ak8,0,0.059969,0.372792,0.187807,0,0.056798
Gm13156,0,0,0,0,1.069994,0
Carmil3,0.077384,0.351543,0.36614,0.107746,0.027158,0
Gm11992,0.039176,0.036702,0.332009,0.147275,0.03893,0.03471
Tnp2,0.27836,0,0.790736,0,0,0
Cmtm5,0.199602,0,0.182702,0.283218,0,0
Gm37328,0.433452,0,0.204926,0.207596,0,0
Trav15-1-dv6-1,0,0,0,0,0,1.068387
Gm5960,0,0,0,0,1.068387,0
Clec4a4,0,0,0.303987,0.764169,0,0
Celf5,0.068687,0,0.367761,0.183984,0,0.119575
Mup3,0,0.115035,0,0.60094,0.125662,0.225984
Comp,0.233317,0.03643,0.292935,0.109636,0.077285,0
Tnfsf15,0.196204,0.070671,0.156245,0.141483,0.027026,0.160175
Gm14040,0.18899,0,0,0,0.187213,0.338716
Sis,0.059047,0.11189,0.083355,0.084,0.264261,0.130549
Gm15880,0.12789,0.239601,0.030102,0.060052,0.158885,0.198186
Gm12870,0,0,0.311583,0.417117,0.109261,0
Stab2,0.179373,0.224518,0.435312,0.118637,0,0.022919
Gm8557,0,0,0.741803,0,0,0
Gm15567,0.044807,0.167925,0.168793,0,0.178084,0.158867
Gm12783,0,0,0,0,0,1.061014
Gm6813,0,0.360165,0,0,0,0
4833427F10Rik,0.137598,0.193452,0.064829,0.259457,0.136649,0
Gm29718,0,0.351544,0.708561,0,0,0
Gm49029,0.543159,0,0.516879,0,0,0
Phyhipl,0.2328,0,0.512799,0.040592,0,0.158636
Ngb,0.123831,0.406182,0.348715,0,0,0.054951
Gm13094,0,0,0.507371,0,0,0
Gm37264,0.130126,0.081278,0.122545,0.367056,0.0431,0.038443
Gm35290,0.080438,0.377032,0.075816,0.075932,0.079863,0.07149
Gm15798,0,0,0,1.058747,0,0
Gm29292,0,0.460815,0,0,0.324368,0
Csl,0.098938,0.139057,0.139904,0.046553,0.344036,0.08775
Gm14373,0.22327,0.208791,0.041859,0.084493,0.222107,0.039349
Dner,0.124488,0.13992,0.070311,0.11682,0.148494,0.242391
Treml1,0,0.397307,0.245807,0.134101,0.279898,0
Gm50045,0.215905,0.405922,0,0,0.213138,0
Klhl10,0.143026,0.223353,0.17961,0.179391,0,0.084535
Gm45494,0,0,0.271717,0,0.283606,0.258999
Gm50071,0,0,0,0,1.055779,0
Gm50323,0.166962,0.234637,0.196536,0,0.041477,0.073978
Gm6974,0,0.195987,0,0,0.858451,0
Gm45854,0.156032,0.146149,0.048961,0.268472,0.232647,0.046036
Ascl2,0.06219,0.174851,0.461043,0.14234,0,0.110392
Gm36839,0.137123,0.299779,0.344376,0,0.045415,0
Gm43017,0,0,0,0,0,1.05352
Gm29781,0,0,1.053145,0,0,0
Gm49249,0.234058,0,0.656477,0.110215,0,0.051919
Zfp457,0.053974,0.151731,0.050842,0,0.314615,0.425659
Lama1,0.090746,0.135961,0.264716,0.042507,0.027097,0.032088
Ccdc39,0.304368,0.025152,0.06075,0.35799,0.11048,0.102122
BC048644,0.244911,0.04821,0.094,0.136486,0,0.305497
Gm45627,0.116035,0.217677,0,0.219909,0,0.206812
Gm5904,0.27544,0.128757,0.259022,0,0.272162,0
Gm17259,0.057961,0.2895,0.090919,0.181188,0.096032,0.11964
1110002O04Rik,0.267737,0.251719,0,0,0.529559,0
Syndig1l,0,1.048918,0,0,0,0
1700022I11Rik,0,0.415907,0,0.213437,0,0.120535
Gm38312,0.056322,0.052779,0.106113,0.26515,0.111896,0.049965
Gm48027,0.18501,0.099024,0.099522,0.173644,0.078815,0.210551
AI463170,0,0.109901,0.260116,0.573583,0,0.104423
Fbxo16,0,0.742093,0,0.146633,0.108834,0
Sptbn4,0.173153,0.120742,0.056001,0.16238,0.059384,0.151421
AW551984,0.105935,0.158748,0.458677,0.119245,0,0
Gm16759,0.078708,0.12104,0.262767,0.048775,0.138235,0.222224
Gm34121,0.203896,0.254808,0.256169,0.064073,0.067498,0.143205
Vat1l,0,0.046175,0.232035,0.563811,0,0
6330410L21Rik,0.022878,0.161992,0.554094,0.038735,0.071262,0.020578
Gm4973,0.077762,0.218686,0.293159,0.073385,0.154422,0.069098
Gm37940,0.140301,0.131419,0.052832,0.131704,0.27891,0.149044
Gm29770,0,0,0,0,0,0
Gm13487,0.137448,0.258626,0.259446,0.130545,0.13651,0.122687
Rln3,0,0.206812,0.416317,0.421857,0,0
Gm9403,0.043623,0.204354,0.101359,0.123053,0.195959,0.231976
Gm12091,0,0.585847,0,0.1705,0,0.136286
Cyp27b1,0.079088,0.222282,0.074474,0,0,0.350369
Serpina1e,0.080669,0,0.228104,0.533064,0.063168,0.071696
Gm42727,0.229117,0.21475,0.123266,0.092222,0.227712,0.028986
Rdh9,0.068807,0.064457,0.097178,0.032317,0.376105,0
Gm13523,0.356023,0.335142,0,0,0.351406,0
Slc6a12,0.156341,0,0.885721,0,0,0
4930412M03Rik,0.097943,0.275525,0.369411,0,0.097206,0
Gm37599,0.355957,0,0,0.344327,0,0
Gm6213,0,0,0.82397,0,0.215668,0
Shd,0.071426,0.200848,0.134617,0,0.07093,0
Gm4813,0.15377,0,0,0,0,0.412283
Gm11943,0,0,0,1.038831,0,0
Pde11a,0.301769,0.063395,0.21954,0.329664,0.042499,0.038108
Gal3st1,0.124841,0.145386,0.11762,0.423385,0.055836,0.055401
Gm10209,0,0.058197,0.117183,0.058505,0.370072,0.330702
Usp44,0.164842,0.279944,0.072133,0.065327,0.093139,0.082978
Prr23a2,0,0.250953,0,0.126968,0.265262,0.119339
Gm17035,0.524468,0,0,0,0,0.511627
Gm13604,0,0.343891,0,0,0.360475,0.331702
Gm18101,0.283994,0,0,0,0,0.512643
Gm3173,0,0,0,0,0,1.034851
Ppp1r14d,0,0,0,0.14964,0,0.56218
Aire,0,0,0,0.096487,0.592196,0
Eef1a2,0.045932,0,0.519105,0.345598,0,0
Trav13n-1,0,0,0,0,0,0
Gm44658,0.218413,0,0,0,0,0
Gm18194,0.088242,0.186568,0.106111,0.133953,0.094005,0.180662
Spink10,0.597705,0,0.277977,0,0.156718,0
Gm44428,0,0.126891,0.127632,0.128417,0.536475,0
A530053M12Rik,0.069252,0,0,0.326472,0,0.122993
4930505N22Rik,0,0.310845,0,0,0,0.444313
Cd46,0.041827,0.130569,0.157421,0.274177,0.124763,0.024659
D5Ertd615e,0.091997,0.021541,0.129895,0.398438,0.107025,0.040705
Gm11868,0.068631,0.321631,0.12934,0.194113,0.068157,0.122087
Gm2663,0,0,0.260299,0,0,0
Gm44760,0.182703,0.256957,0.086124,0.17267,0,0.162513
Gm19005,0,0,0.388533,0.260658,0.136081,0.24497
Gm30074,0.25734,0.06888,0.173079,0.069084,0.073069,0.032566
Trpm3,0.104736,0.098073,0.184572,0.039239,0.203979,0.07075
Gm12589,0.217848,0.61399,0,0,0,0.195645
Gm13695,0,1.022195,0,0.005146,0,0
Aifm3,0,0.112356,0.176287,0.150296,0.079449,0.061192
Gm9626,0.156051,0,0,0,0,0
Gm8343,0.340144,0,0.36403,0.322225,0,0
6030407O03Rik,0,0.085605,0.244039,0,0.085666,0.306912
Mapk4,0.077394,0.25413,0.16947,0.163596,0.102575,0.022834
Tcp11,0.51082,0.101026,0,0,0,0.191871
Gm13602,0,0,0,0.338431,0.686133,0
Rpl36-ps3,0,0,0,0,0,0
B230207O21Rik,0,0,0,0,0,1.02282
Erv3,0.02692,0.151293,0.304109,0.075803,0.080276,0.047659
Rpl21-ps14,0,0,0,0,0.359094,0.66208
Gm8812,0.523241,0,0.497835,0,0,0
Ceacam16,0.060841,0.114037,0.573197,0.057313,0.060432,0.053993
Gm46432,0,0.204663,0,0.208695,0.215668,0.391289
Gm5292,0,0,0,0.493071,0,0
Gm8934,0.264371,0,0.124662,0.250988,0.262018,0.118057
Rnf170-ps,0,0,0,0,0.139048,0.247415
Fbxo39,0,0.270788,0.381098,0.054422,0,0.051275
Mup6,0.431231,0.234173,0.235523,0.118382,0,0
4930519P11Rik,0.183452,0.057309,0.230447,0,0.333243,0
Gm41396,0.077037,0,0.941973,0,0,0
Gm8225,0.135007,0,0.129293,0.128149,0.134124,0.121373
Gm48961,0.161395,0.181424,0.243126,0.06063,0,0.114338
Gm12344,0,0,0,1.017731,0,0
Gm44648,0,0,0,1.017731,0,0
Gm50087,0,0.230272,0.324057,0.046243,0,0.043581
Dync1i1,0.074272,0,0.069935,0.069788,0.394146,0.118201
Gm37065,0.532089,0.05756,0,0.427849,0,0
C9,0,0.104786,0,0.04407,0.571081,0
Rpl21-ps12,0,0.347112,0,0,0,0.670016
Klk14,0,0,0,0,0.737772,0.073395
4930594M22Rik,0.15151,0.200634,0.074247,0.089848,0.075068,0.189907
Gm45474,0,0.505989,0.510375,0,0,0
Pof1b,0.023157,0.173517,0.305175,0.065181,0.069061,0.14345
Gm12868,1.015334,0,0,0,0,0
Tomm6os,0.192931,0.234979,0.121162,0.147897,0.031086,0.138611
Gm11975,0,0,0.348263,0,0,0.6665
Gm38220,0.07041,0,0.06635,0.13279,0.210085,0.187592
Gm5457,0,0,0,0,0,0
Kank4,0.166718,0.225535,0.17435,0,0,0.098322
Plag1,0.077994,0,0.280257,0.087262,0.185017,0.098779
Islr2,0,0.269209,0.196508,0.06529,0.276699,0.06158
Gm42495,0.546612,0,0,0,0,0
D930007J09Rik,0.228696,0,0.228645,0.137032,0,0
Coch,0.267263,0.357689,0.179759,0,0,0.135302
Ccno,0.103692,0.097163,0.341845,0.048792,0.103014,0.133961
Gm45185,0,0,0,0,0.540981,0
9130208D14Rik,0.223398,0.205874,0.045051,0.117213,0.058896,0.082825
Rec114,0,0.229049,0.125807,0,0,0
Tmem178,0.174814,0.054608,0,0.054877,0.405178,0.103406
Gm13524,0.410217,0,0.387774,0,0,0
Gm6352,0.381737,0,0,0.180526,0.18941,0
Rpsa-ps12,0,0,0,0.249582,0.2608,0.119532
Smkr-ps,0.578114,0,0.136429,0.106105,0,0
Smim6,0.115875,0.108689,0.218615,0.329404,0.114962,0
Gm36485,0,0,0,0,0,0
Gm43714,0.265132,0,0.16663,0.083498,0,0.23578
Mep1a,0.031529,0.177208,0.204268,0.325691,0.156684,0.083757
Gm15157,0,0,0,0,0,1.004704
Gm44758,0.092673,0.043415,0.04364,0.217911,0.322275,0.082153
Lamc3,0.134794,0.210391,0.352384,0.07147,0.018963,0
Mrap2,0.150351,0.281761,0.283227,0.094313,0,0
Gm28779,0,0,0,0,0,1.001967
Gal,0.156924,0.188059,0.148173,0.149356,0,0.359165
1700020D05Rik,0,0,0,0.310781,0,0.487221
Gm4785,0.842762,0.158231,0,0,0,0
Epha3,0.046658,0.072827,0.190286,0.261187,0,0.027511
Gm12708,0.317873,0.09937,0.199857,0.200592,0,0.094353
Gm17077,0,0.99992,0,0,0,0
Asic3,0,0.219158,0,0.236478,0.170728,0.111384
Apob,0.098417,0.119323,0.084519,0.092172,0.097869,0.228375
Arpp21,0,0,0.074404,0.925085,0,0
BC016579,0,0.54229,0.04193,0.041868,0,0.236778
Gm32699,0.096943,0.272504,0.091306,0.182402,0.192633,0.042976
Gm10190,0,0.999052,0,0,0,0
Zscan18,0.024942,0.210254,0.164351,0.234057,0.123965,0.220748
Gm47583,0.053043,0.099368,0.024967,0.149355,0.079088,0.140855
Pou3f3,0.259129,0.334032,0.154919,0,0,0.210259
Gm11652,0.082922,0.15555,0.234532,0.078271,0.082297,0.294744
Fkbp1a-ps1,0,0,0,0,0.99665,0
Gm4956,0.375597,0.276104,0.177064,0,0,0.167078
9430060I03Rik,0.202902,0.21406,0,0,0,0.195837
Rps19-ps4,0,0,0,0,0,0
Gm15264,0,0.316341,0,0,0.331924,0
Gm43890,0.033039,0.03095,0.155536,0.093094,0.19702,0.234075
3222401L13Rik,0.097888,0.305658,0.104901,0.03918,0.064859,0.088817
Capn11,0.323794,0.202221,0.033875,0.101403,0,0.095604
Tm4sf20,0,0.062788,0.063123,0.063148,0.066532,0.118958
Gm13886,0,0.423656,0,0.170798,0,0.080378
Gm2546,0,0,0.112459,0.392705,0.380248,0.107271
Colq,0.162769,0.06099,0.367795,0.305736,0,0.028828
Gm5946,0,0.109901,0,0.444158,0.116239,0.104506
Wsb2-ps,0.302977,0,0.164382,0,0,0.078714
Gm10766,0,0,0,0,0,0.991786
Gabbr2,0.153067,0.014335,0.259302,0.057397,0.060874,0.05415
Gm10416,0,0.402018,0,0.204897,0,0.384213
Gm42872,0,0.091948,0,0.276971,0.389978,0
Rsf1os2,0.368835,0,0,0.02783,0.058923,0.53476
B430319F04Rik,0.139265,0.130461,0.163907,0.065413,0.103804,0.185022
C530008M17Rik,0.153618,0.155846,0.156614,0.035993,0.1782,0.079238
Phf2os1,0.341592,0,0.647803,0,0,0
Slc39a12,0.035121,0,0,0.06525,0.034904,0.092282
Lhx8,0.170909,0.154509,0.307271,0,0.161247,0.040896
Sec14l4,0.093364,0.058305,0.175799,0.058448,0.092795,0
C530043A13Rik,0.267116,0,0.125845,0.050764,0.132643,0
Zswim5,0.015789,0.251374,0.252618,0.059209,0.015698,0.055859
Gm7461,0.292573,0,0.276188,0.417218,0,0
Gm28857,0.484589,0,0,0,0,0
Gm12341,0.334803,0.318774,0,0,0.330615,0
Gm13657,0.049879,0.140212,0.140942,0.23466,0.049555,0.132686
Dbil5,0,0,0,0.983069,0,0
Gm48008,0.218285,0,0.276644,0.488093,0,0
Gm5602,0,0.10437,0.314752,0.15729,0.05532,0.098802
4930479D17Rik,0,0,0.32559,0.657237,0,0
4930426I24Rik,0.343413,0,0,0,0.238392,0.152668
Gm11963,0,0.318896,0,0.328599,0.334573,0
Gm30329,0.059577,0.167419,0.112177,0.223746,0.088823,0.079122
Gm45553,0.329564,0,0.312418,0,0,0
Gm15180,0,0,0,0.339885,0.345614,0
Gm38947,0.170484,0.063882,0.192621,0.192169,0.10166,0.120793
Tmem239,0.161959,0,0,0.152895,0.1608,0.215922
Sprr2g,0,0,0,0,0.626036,0
Gm2189,0,0,0,0,0,0
H3f4,0,0.496601,0,0,0,0.483506
Cib3,0,0.044747,0,0,0.249772,0
1600027J07Rik,0,0,0.336262,0,0,0.643369
Cfap61,0.055795,0,0.070977,0.371969,0.208623,0.024376
Gm16835,0.122399,0.144526,0.252195,0.154548,0.215507,0
Slc39a2,0,0.189329,0.152241,0.210297,0.120489,0.264349
Gm49731,0.283888,0.16858,0.053486,0.320771,0,0.151115
Gm47675,0,0,0,0.977714,0,0
Gm18917,0,0.265272,0,0,0,0
2010013B24Rik,0,0.319025,0.320971,0,0.336766,0
Gm44321,0.290958,0.121136,0.030438,0.151808,0,0.143142
Ppp1r1a,0,0.523835,0.451439,0,0,0
Tagln3,0.170316,0.079838,0.240823,0.160857,0.084541,0.151424
Tspoap1,0.117181,0.121449,0.02219,0.264724,0.051287,0
Lrch2,0.296558,0.216041,0.150311,0.08561,0.018031,0.048132
D930036K23Rik,0.068013,0.021234,0.1067,0.170156,0.112684,0.220676
Kcna1,0.022269,0,0.188653,0.104458,0,0.610665
Wfdc6a,0.154618,0.145118,0.145987,0.147125,0,0
Il17rb,0.093032,0.134622,0.225535,0.342177,0.177676,0
Gm12917,0.217285,0,0,0,0,0.390263
Aldh3b2,0,0.083429,0.4193,0.041868,0,0.078926
Gm47573,0.036811,0.275882,0.138645,0.276702,0.036582,0.130435
Fzd3,0.053939,0.189403,0.317213,0.113669,0.020114,0.071511
Gm5976,0,0,0.213319,0,0.336569,0
Gm44264,0,0,0,0,0,0
Gm20691,0.969504,0,0,0,0,0
Gm18935,0,0.766876,0,0,0.202128,0
Elovl4,0.061224,0.401449,0.05764,0.028744,0.152128,0.054209
Lbx1,0.150806,0.07064,0.213003,0.106283,0.074933,0.033426
Gm48780,0.112922,0.211826,0.106514,0.320905,0,0.100607
Cd164l2,0.114614,0.107502,0.216227,0.434361,0,0
Gm17083,0,0.212398,0.213544,0.142521,0,0.134204
Gm1818,0.282486,0.086344,0,0.175405,0,0.423603
Gm9530,0.111129,0.286256,0.130772,0.208634,0.027615,0.049188
4930589O11Rik,0.125931,0.35442,0,0.358377,0,0
A730013G03Rik,0.136827,0.299128,0.171815,0.171576,0.064333,0.057501
Gm13684,0.083647,0.227413,0.039973,0.039318,0.191096,0.084841
Gm12428,0,0,0,0,0,0.477747
Ano7,0.045099,0.12672,0.063677,0.084621,0.156496,0
Wdr38,0.103174,0.032216,0.226655,0.193868,0.239248,0.030458
Gm12178,0,0,0.966149,0,0,0
Gm49216,0.966008,0,0,0,0,0
Gm31513,0.389343,0,0.183976,0,0.192819,0
Gm35066,0.092368,0.086545,0.043496,0,0.137663,0.327526
Oscar,0,0,0,0,0.054139,0.520582
4930507D05Rik,0.071047,0.2033,0.324769,0.100529,0,0
Gm44270,0,0.160652,0.080766,0.404622,0.170113,0.076178
Gm4987,0,0.505989,0,0,0,0
Mptx2,0,0.145655,0,0,0,0.13871
1110017D15Rik,0.195204,0,0,0.603706,0,0
Gm44430,0,0.106198,0.320404,0.10726,0.224678,0.201941
Fga,0.091914,0.602834,0.086565,0.086447,0.045662,0
Gm6190,0.149981,0.070294,0.285349,0,0,0.066621
Padi3,0.149206,0.139763,0.056188,0.112072,0.02966,0.264208
Gm4798,0.119763,0.055811,0.169275,0.28498,0.179978,0.052066
Gm10923,0,0,0.960082,0,0,0
Pga5,0.170257,0.135394,0,0,0,0.304707
Npm2,0.225845,0.105913,0.106514,0.213936,0.112038,0.100607
Cd40lg,0.084305,0.079037,0.397343,0.398078,0,0
Gm7664,0.216527,0.160161,0,0,0,0.152666
1700030C10Rik,0.117254,0.159513,0.160351,0.160277,0,0.151013
Slc29a4,0.331696,0.093216,0.218609,0,0,0
Gm14335,0,0,0,0.287072,0.149444,0.269656
Gm43151,0,0.585118,0,0.198698,0,0
Mfsd2b,0.069465,0.210933,0.035405,0.06042,0.216852,0.113943
Gm4949,0.298341,0.093318,0,0.282203,0.098696,0
Cldn11,0.208024,0.097463,0.342902,0.048944,0,0
Gm26631,0.112051,0.140012,0.070339,0.140391,0.07424,0.03309
Dmc1,0,0.120242,0,0.14147,0,0
Acot10,0.392881,0,0.246787,0,0.065076,0.116261
Gm49643,0,0.501517,0.293242,0,0,0
Gm45501,0.185027,0.242671,0.069689,0.104313,0.110325,0.098344
B530045E10Rik,0.115602,0.184417,0.079434,0.026403,0.167737,0.149393
Krt76,0,0.03827,0.038467,0.115195,0.162366,0.289575
Zfhx4,0.540902,0.047587,0.105296,0.089244,0.012634,0.028073
Gm14379,0,0.387934,0.048745,0.24351,0,0.091788
Gm48146,0.071366,0,0.201755,0,0.283479,0
Crhr2,0,0,0,0.476292,0.477111,0
Gm16153,0.195911,0.163102,0.040979,0.183783,0.064918,0.134828
